timestamp,vehicleId,towerId,masterId,candidateMasterId,signalQuality,masterRssi,candidateMasterRssi,hysteresisTh,handover,throughput,towerLoad,masterLoad,distance,masterDistance,vehiclePosX,vehiclePosY,towerPosX,towerPosY,masterPosX,masterPosY,vehicleSpeed,vehicleDirection,numVehicles
3.5,2116,6,6,6,21.898,21.898,21.898,-2.8102,NO,3743.07,32,32,340.687,0,3720.27,2436.62,3566,2389,3566,2389,3.31946,1,99
3.5,2120,6,6,6,31.3912,31.3912,31.3912,-1.86088,NO,3667.44,32,32,372.752,0,3487.89,2182.02,3566,2389,3566,2389,61.2565,1,99
3.5,2121,6,6,6,37.7751,37.7751,37.7751,-1.22249,NO,2360.97,32,32,519.72,0,3989.99,2370.47,3566,2389,3566,2389,0.323269,1,99
3.5,2122,6,6,6,26.448,26.448,26.448,-2.3552,NO,2892.91,32,32,498.981,0,3920.8,2207.07,3566,2389,3566,2389,4.87334,1,99
3.5,2124,6,6,6,22.793,22.793,22.793,-2.7207,NO,4412.36,32,32,550.179,0,3148.53,2585,3566,2389,3566,2389,21.9541,1,99
3.5,2125,6,6,6,43.6099,43.6099,43.6099,-0.639011,NO,2745.79,32,32,319.968,0,3455.03,2380.86,3566,2389,3566,2389,4.37242,1,99
3.5,2128,6,6,6,29.5739,29.5739,29.5739,-2.04261,NO,3353.51,32,32,652.338,0,3122.75,2016.07,3566,2389,3566,2389,23.5136,1,99
3.5,2129,6,6,6,37.0773,37.0773,37.0773,-1.29227,NO,2493,32,32,573.94,0,3641.76,1905.61,3566,2389,3566,2389,116.902,1,99
3.5,2132,6,5,5,29.3032,32.9516,32.9516,-1.70484,NO,2555.64,32,20,804.311,0,2822.05,2447.75,3566,2389,2225,2289,31.0563,1,99
3.5,2135,6,6,6,30.4455,30.4455,30.4455,-1.95545,NO,3132.05,32,32,374.228,0,3594.98,2610.83,3566,2389,3566,2389,62.5698,1,99
3.5,2136,6,6,6,30.2545,30.2545,30.2545,-1.97455,NO,2362.55,32,32,607.898,0,3562.94,2917.71,3566,2389,3566,2389,15.0981,1,99
3.5,2138,6,10,6,32.3304,32.1696,32.3304,-1.76696,ho to6,623.325,32,4,568.028,0,3939.35,2694.4,3566,2389,4393,2995,4.69668,1,99
3.5,2139,6,10,6,23.991,26.1512,23.991,-2.6009,ho to6,2801.53,32,4,723.72,0,3921.66,2943.32,3566,2389,4393,2995,3.35491,1,99
3.5,2140,6,6,6,31.0278,31.0278,31.0278,-1.89722,NO,2711.4,32,32,643.649,0,3870.6,1907.85,3566,2389,3566,2389,37.7562,1,99
3.5,2144,6,6,6,21.6585,21.6585,21.6585,-2.83415,NO,2131.77,32,32,526.441,0,3998.19,2370.24,3566,2389,3566,2389,87.7952,1,99
3.5,2052,7,8,8,27.5539,31.3204,31.3204,-1.86796,NO,4122.79,11,9,775.861,0,1883.58,3282.16,1233,3580,2391,3372,19.6337,1,99
3.5,2059,7,8,7,21.8487,23.8592,21.8487,-2.81513,ho to7,3194.34,11,9,792.258,0,1838.97,3167.12,1233,3580,2391,3372,4.60807,1,99
3.5,2064,7,8,7,28.5246,27.1246,28.5246,-2.14754,ho to7,2855.79,11,9,804.151,0,1821.41,3121.28,1233,3580,2391,3372,54.5345,1,99
3.5,2066,7,7,7,13.1587,13.1587,13.1587,-3.68413,NO,2612.97,11,11,761.635,0,1065.81,2900.2,1233,3580,1233,3580,49.9748,1,99
3.5,2074,7,7,7,22.3843,22.3843,22.3843,-2.76157,NO,4003.88,11,11,429.738,0,1405.8,3325.41,1233,3580,1233,3580,6.24548,1,99
3.5,2083,7,8,8,28.7199,32.0366,32.0366,-1.79634,NO,2855.64,11,9,838.66,0,1760.11,3000.78,1233,3580,2391,3372,210.028,1,99
3.5,2094,7,7,7,42.9777,42.9777,42.9777,-0.702233,NO,2380.13,11,11,556.073,0,1598.3,3287.13,1233,3580,1233,3580,49.1643,1,99
3.5,2095,7,4,4,29.2537,32.1053,32.1053,-1.78947,NO,2780.58,11,11,827.788,0,865.354,2901.72,1233,3580,734,2389,4.83869,1,99
3.5,2100,7,4,4,29.3336,35.7354,35.7354,-1.42646,NO,3069.87,11,11,955.441,0,1251.33,2673.06,1233,3580,734,2389,4.09122,4,99
3.5,2102,7,7,7,12.2451,12.2451,12.2451,-3.77549,NO,2820.06,11,11,799.886,0,555.631,3278.35,1233,3580,1233,3580,21.3925,1,99
3.5,2103,7,7,7,31.4861,31.4861,31.4861,-1.85139,NO,2734.36,11,11,762.086,0,737.307,3084.96,1233,3580,1233,3580,5.34873,1,99
3.5,2107,7,4,4,16.837,27.1614,27.1614,-2.28386,NO,2727.91,11,11,942.237,0,724.393,2845.75,1233,3580,734,2389,45.387,1,99
3.5,2109,7,7,7,31.0182,31.0182,31.0182,-1.89818,NO,4949.58,11,11,695.644,0,1355.17,2964.37,1233,3580,1233,3580,4.79979,1,99
3.5,2114,7,7,7,26.6094,26.6094,26.6094,-2.33906,NO,3814.5,11,11,686.352,0,932.024,3041.03,1233,3580,1233,3580,3.45223,1,99
3.5,2118,7,7,7,23.3233,23.3233,23.3233,-2.66767,NO,2839.04,11,11,829.875,0,1457.31,2839.48,1233,3580,1233,3580,5.7297,1,99
3.5,2119,7,4,4,10.3078,17.5987,17.5987,-3.24013,NO,3593.42,11,11,979.036,0,1279.32,2649.21,1233,3580,734,2389,376.833,1,99
3.5,2131,7,4,7,6.44188,4.08245,6.44188,-4.35581,ho to7,2755.38,11,11,840.112,0,1437.06,2822.27,1233,3580,734,2389,30.9632,1,99
3.5,2142,7,7,7,21.9216,21.9216,21.9216,-2.80784,NO,2821.54,11,11,694.841,0,818.148,3110.21,1233,3580,1233,3580,36.8132,1,99
3.5,2145,7,7,7,33.3081,33.3081,33.3081,-1.66919,NO,2784.24,11,11,549.08,0,1666.04,3425.19,1233,3580,1233,3580,130.775,1,99
3.5,2146,7,7,7,38.0645,38.0645,38.0645,-1.19355,NO,3260.56,11,11,358.533,0,1094.88,3440.47,1233,3580,1233,3580,34.9046,1,99
3.5,2147,7,4,7,27.9882,29.355,27.9882,-2.20118,ho to7,2189.63,11,11,846.467,0,1335.03,2795.08,1233,3580,734,2389,39.9252,1,99
3.5,2049,8,9,9,11.2244,20.2473,20.2473,-2.97527,NO,2504.22,9,2,674.67,0,2906.52,3056.7,2391,3372,3162,3672,7.82781,1,99
3.5,2052,8,8,8,30.7384,30.7384,30.7384,-1.92616,NO,4122.79,9,9,596.281,0,1883.58,3282.16,2391,3372,2391,3372,98.5204,1,99
3.5,2054,8,8,8,19.1129,19.1129,19.1129,-3.08871,NO,2689.46,9,9,773.797,0,2822.48,2804.03,2391,3372,2391,3372,4.78944,1,99
3.5,2059,8,8,8,24.4743,24.4743,24.4743,-2.55257,NO,3194.34,9,9,660.838,0,1838.97,3167.12,2391,3372,2391,3372,115.032,1,99
3.5,2061,8,5,5,32.6585,44.8664,44.8664,-0.513362,NO,3903.76,9,20,847.891,0,2252.7,2591.11,2391,3372,2225,2289,63.6236,1,99
3.5,2064,8,8,8,31.1022,31.1022,31.1022,-1.88978,NO,2855.79,9,9,690.862,0,1821.41,3121.28,2391,3372,2391,3372,108.211,1,99
3.5,2083,8,8,8,29.7111,29.7111,29.7111,-2.02889,NO,2855.64,9,9,791.09,0,1760.11,3000.78,2391,3372,2391,3372,49.9748,1,99
3.5,2089,8,5,5,17.4141,24.3052,24.3052,-2.56948,NO,3060.07,9,20,877.663,0,2626.74,2581.61,2391,3372,2225,2289,49.1643,1,99
3.5,2092,8,8,8,37.6573,37.6573,37.6573,-1.23427,NO,3477.79,9,9,414.487,0,2396.53,3086.05,2391,3372,2391,3372,76.8598,1,99
3.5,2094,8,7,7,36.9559,42.9777,42.9777,-0.702233,NO,2380.13,9,11,851.811,0,1598.3,3287.13,2391,3372,1233,3580,56.1897,1,99
3.5,2097,8,5,5,28.4953,36.8119,36.8119,-1.31881,NO,2746,9,20,781.993,0,2319.18,2653.42,2391,3372,2225,2289,5.00554,1,99
3.5,2111,8,8,8,25.174,25.174,25.174,-2.4826,NO,4251.9,9,9,649.67,0,2766.23,2934.65,2391,3372,2391,3372,4.64568,8,99
3.5,2112,8,8,8,37.5402,37.5402,37.5402,-1.24598,NO,4336.84,9,9,412.556,0,2426.74,3091.06,2391,3372,2391,3372,110.024,1,99
3.5,2137,8,5,8,27.8842,27.2699,27.8842,-2.21158,ho to8,2540.94,9,20,733.845,0,2523.02,2715.42,2391,3372,2225,2289,42.6202,1,99
3.5,2141,8,8,8,38.4068,38.4068,38.4068,-1.15932,NO,3090.16,9,9,533.717,0,2170.32,2989.7,2391,3372,2391,3372,3.46627,1,99
3.5,2145,8,7,7,28.2586,33.3081,33.3081,-1.66919,NO,2784.24,9,11,786.383,0,1666.04,3425.19,2391,3372,1233,3580,40.1873,1,99
3.5,2049,9,9,9,9.87114,9.87114,9.87114,-4.01289,NO,2504.22,2,2,730.659,0,2906.52,3056.7,3162,3672,3162,3672,69.8092,1,99
3.5,2053,9,10,10,24.3133,31.6632,31.6632,-1.83368,NO,2547.15,2,4,874.278,0,3857.83,3235.89,3162,3672,4393,2995,98.5204,1,99
3.5,2054,9,8,8,15.1182,19.1129,19.1129,-3.08871,NO,2689.46,2,9,979.102,0,2822.48,2804.03,3162,3672,2391,3372,78.939,1,99
3.5,2056,9,6,6,23.8646,26.3876,26.3876,-2.36124,NO,3425.55,2,32,854.088,0,3238.68,2876.02,3162,3672,3566,2389,115.032,1,99
3.5,2058,9,10,10,25.3315,34.4626,34.4626,-1.55374,NO,2848.86,2,4,967.004,0,3981.09,3254.63,3162,3672,4393,2995,402.107,1,99
3.5,2071,9,6,6,13.7584,17.3827,17.3827,-3.26173,NO,3244.96,2,32,826.813,0,3362.88,2928.18,3162,3672,3566,2389,6.00439,1,99
3.5,2099,9,9,9,27.8604,27.8604,27.8604,-2.21396,NO,2516.2,2,2,677.326,0,3425.64,3124.95,3162,3672,3162,3672,4.84612,1,99
3.5,2111,9,8,8,19.8501,25.174,25.174,-2.4826,NO,4251.9,2,9,889,0,2766.23,2934.65,3162,3672,2391,3372,47.4189,8,99
3.5,2112,9,8,8,22.786,37.5402,37.5402,-1.24598,NO,4336.84,2,9,983.921,0,2426.74,3091.06,3162,3672,2391,3372,110.024,1,99
3.5,2136,9,6,6,22.4161,30.2545,30.2545,-1.97455,NO,2362.55,2,32,905.379,0,3562.94,2917.71,3162,3672,3566,2389,42.6202,1,99
3.5,2053,10,10,10,29.1085,29.1085,29.1085,-2.08915,NO,2547.15,4,4,659.121,0,3857.83,3235.89,4393,2995,4393,2995,4.49099,1,99
3.5,2058,10,10,10,34.8402,34.8402,34.8402,-1.51598,NO,2848.86,4,4,571.911,0,3981.09,3254.63,4393,2995,4393,2995,78.939,1,99
3.5,2113,10,6,6,24.6622,34.848,34.848,-1.5152,NO,2876.27,4,32,904.135,0,3963.72,2258,4393,2995,3566,2389,5.72667,1,99
3.5,2116,10,6,6,1.03162,21.898,21.898,-2.8102,NO,3743.07,4,32,924.311,0,3720.27,2436.62,4393,2995,3566,2389,3.27429,1,99
3.5,2121,10,6,6,27.3645,37.7751,37.7751,-1.22249,NO,2360.97,4,32,801.537,0,3989.99,2370.47,4393,2995,3566,2389,76.5707,1,99
3.5,2122,10,6,6,13.6457,26.448,26.448,-2.3552,NO,2892.91,4,32,966.337,0,3920.8,2207.07,4393,2995,3566,2389,4.9335,1,99
3.5,2135,10,6,6,14.5127,30.4455,30.4455,-1.95545,NO,3132.05,4,32,935.109,0,3594.98,2610.83,4393,2995,3566,2389,24.1495,1,99
3.5,2136,10,6,6,22.7836,30.2545,30.2545,-1.97455,NO,2362.55,4,32,885.988,0,3562.94,2917.71,4393,2995,3566,2389,15.9862,1,99
3.5,2138,10,10,10,31.9946,31.9946,31.9946,-1.80054,NO,623.325,4,4,621.419,0,3939.35,2694.4,4393,2995,4393,2995,4.49099,1,99
3.5,2139,10,10,10,30.7726,30.7726,30.7726,-1.92274,NO,2801.53,4,4,561.096,0,3921.66,2943.32,4393,2995,4393,2995,3.13241,1,99
3.5,2144,10,6,6,16.7378,21.6585,21.6585,-2.83415,NO,2131.77,4,32,797.619,0,3998.19,2370.24,4393,2995,3566,2389,75.5125,1,99
4,2065,1,5,1,25.1422,23.3204,25.1422,-2.48578,ho to1,2720.35,0,21,969.577,0,1567.98,1598.99,834,1041,2225,2289,14.0635,1,99
4,2110,1,4,4,21.822,31.7198,31.7198,-1.82802,NO,2727.82,0,9,934.354,0,681.055,1912.56,834,1041,734,2389,3.47459,4,99
4,2067,2,2,2,36.6399,36.6399,36.6399,-1.33601,NO,2778.09,5,5,655.276,0,2638.29,1719.93,2496,1155,2496,1155,0.488462,1,99
4,2069,2,6,2,17.5165,19.8133,17.5165,-3.24835,ho to2,2855.92,5,31,992.997,0,3315.3,1629.13,2496,1155,3566,2389,42.9576,1,99
4,2075,2,2,2,35.7943,35.7943,35.7943,-1.42057,NO,4870.67,5,5,379.447,0,2464.76,1385.23,2496,1155,2496,1155,17.0533,1,99
4,2088,2,6,2,20.7861,22.9853,20.7861,-2.92139,ho to2,2732.54,5,31,966.63,0,2871.01,1993.89,2496,1155,3566,2389,19.704,1,99
4,2090,2,2,2,29.2725,29.2725,29.2725,-2.07275,NO,2838.94,5,5,574.457,0,2676.74,1610.34,2496,1155,2496,1155,57.7179,1,99
4,2093,2,5,5,27.1728,30.1393,30.1393,-1.98607,NO,3249.79,5,21,716.149,0,2443.94,1803.2,2496,1155,2225,2289,34.7237,1,99
4,2115,2,2,2,31.8085,31.8085,31.8085,-1.81915,NO,3249.48,5,5,496.844,0,2610.43,1534.16,2496,1155,2496,1155,44.6328,1,99
4,2127,2,5,5,19.0245,23.1043,23.1043,-2.68957,NO,2702.63,5,21,748.335,0,2238.7,1790.45,2496,1155,2225,2289,5.11438,1,99
4,2133,2,5,5,33.8686,38.5657,38.5657,-1.14343,NO,3321.79,5,21,884.574,0,1915.87,1751.59,2496,1155,2225,2289,43.7208,1,99
4,2134,2,2,2,22.623,22.623,22.623,-2.7377,NO,2699.09,5,5,540.948,0,2914.65,1320.39,2496,1155,2496,1155,33.6504,1,99
4,2143,2,5,5,30.6798,32.5139,32.5139,-1.74861,NO,3684.04,5,21,684.412,0,2554.32,1767.39,2496,1155,2225,2289,4.73087,1,99
4,2070,3,3,3,33.7831,33.7831,33.7831,-1.62169,NO,4555.86,4,4,868.2,0,3496.57,1326.69,4293,1155,4293,1155,4.13793,1,99
4,2073,3,3,3,27.9066,27.9066,27.9066,-2.20934,NO,2856,4,4,674.516,0,3731.31,1377.43,4293,1155,4293,1155,12.4969,1,99
4,2080,3,6,3,21.9021,15.3431,21.9021,-2.80979,ho to3,2495.8,4,31,774.746,0,3676.87,1516.42,4293,1155,3566,2389,11.855,1,99
4,2084,3,6,6,21.8104,28.0071,28.0071,-2.19929,NO,2843.75,4,31,890.715,0,4001.32,1941.32,4293,1155,3566,2389,592.863,1,99
4,2091,3,3,3,36.3885,36.3885,36.3885,-1.36115,NO,2791.15,4,4,688.213,0,3997.28,1699.23,4293,1155,4293,1155,17.3977,1,99
4,2105,3,3,3,24.3341,24.3341,24.3341,-2.56659,NO,2845.05,4,4,892.623,0,3506.44,1451.83,4293,1155,4293,1155,4.36037,1,99
4,2140,3,6,6,23.9953,31.0278,31.0278,-1.89722,NO,2630.57,4,31,912.244,0,3870.69,1905.89,4293,1155,3566,2389,4.31344,1,99
4,2050,4,4,4,35.4742,35.4742,35.4742,-1.45258,NO,4958.69,9,9,337.9,0,578.596,2394.07,734,2389,734,2389,41.7998,1,99
4,2062,4,4,4,23.7287,23.7287,23.7287,-2.62713,NO,3133.99,9,9,516.513,0,1004.31,2066.95,734,2389,734,2389,12.4229,1,99
4,2066,4,7,4,25.6258,13.1587,25.6258,-2.43742,ho to4,2636.99,9,13,678.685,0,1067.73,2898.16,734,2389,1233,3580,32.9014,1,99
4,2081,4,5,5,23.8789,27.9566,27.9566,-2.20434,NO,2624.36,9,21,894.741,0,1522.59,2091.19,734,2389,2225,2289,59.4498,1,99
4,2086,4,5,4,8.00343,9.48143,8.00343,-4.19966,ho to4,2836.75,9,21,912.108,0,1504.59,2004.11,734,2389,2225,2289,61.5159,1,99
4,2095,4,4,4,35.711,35.711,35.711,-1.4289,NO,2780.58,9,9,608.049,0,867.548,2900.75,734,2389,734,2389,32.0213,1,99
4,2098,4,5,5,19.4917,24.3028,24.3028,-2.56972,NO,1937.49,9,21,946.885,0,1431.36,1823.06,734,2389,2225,2289,4.44253,1,99
4,2100,4,4,4,33.2497,33.2497,33.2497,-1.67503,NO,3110.36,9,9,662.903,0,1252.99,2672,734,2389,734,2389,187.261,4,99
4,2101,4,4,4,39.5379,39.5379,39.5379,-1.04621,NO,3979.99,9,9,344.905,0,615.863,2511.49,734,2389,734,2389,4.32235,4,99
4,2102,4,7,4,9.5625,12.2451,9.5625,-4.04375,ho to4,2781.31,9,13,955.332,0,555.711,3278.31,734,2389,1233,3580,21.3586,1,99
4,2103,4,7,7,27.6552,31.4861,31.4861,-1.85139,NO,2687.12,9,13,758.651,0,734.484,3085.81,734,2389,1233,3580,4.91589,1,99
4,2107,4,4,4,25.3578,25.3578,25.3578,-2.46422,NO,2735.92,9,9,544.432,0,723.19,2843.19,734,2389,734,2389,69.3536,1,99
4,2109,4,7,7,16.3398,31.0182,31.0182,-1.89818,NO,3741.97,9,13,899.016,0,1356.99,2963.55,734,2389,1233,3580,84.7628,1,99
4,2110,4,4,4,30.4963,30.4963,30.4963,-1.95037,NO,2727.82,9,9,565.503,0,681.055,1912.56,734,2389,734,2389,53.0883,4,99
4,2114,4,7,4,27.5692,26.6094,27.5692,-2.24308,ho to4,3814.5,9,13,745.812,0,930.245,3043.01,734,2389,1233,3580,1.22115,1,99
4,2118,4,7,7,20.0701,23.3233,23.3233,-2.66767,NO,2830.18,9,13,905.009,0,1459.36,2839.44,734,2389,1233,3580,5.4551,1,99
4,2119,4,4,4,18.1094,18.1094,18.1094,-3.18906,NO,3528.73,9,9,673.466,0,1277.58,2649.92,734,2389,734,2389,86.9319,1,99
4,2126,4,4,4,33.1506,33.1506,33.1506,-1.68494,NO,3593.32,9,9,477.183,0,999.249,2129.49,734,2389,734,2389,4.51461,1,99
4,2130,4,5,4,21.9296,22.0956,21.9296,-2.80704,ho to4,2611.43,9,21,949.733,0,1497.03,1909.66,734,2389,2225,2289,119.48,1,99
4,2131,4,7,4,5.60236,6.44188,5.60236,-4.43976,ho to4,2838.78,9,13,877.049,0,1436.41,2820.09,734,2389,1233,3580,44.3502,1,99
4,2142,4,7,7,13.1824,21.9216,21.9216,-2.80784,NO,2803.52,9,13,783.642,0,817.537,3108.11,734,2389,1233,3580,28.6614,1,99
4,2147,4,7,7,17.3104,27.9882,27.9882,-2.20118,NO,2608.89,9,13,786.353,0,1337.35,2794.36,734,2389,1233,3580,118.122,1,99
4,2054,5,8,5,17.9207,19.1129,17.9207,-3.20793,ho to5,2282.34,21,10,841.487,0,2821.58,2801.05,2225,2289,2391,3372,103.339,1,99
4,2057,5,5,5,35.2957,35.2957,35.2957,-1.47043,NO,2966.4,21,21,539.239,0,2662.97,2194.35,2225,2289,2225,2289,109.549,1,99
4,2060,5,6,6,27.2256,36.7407,36.7407,-1.32593,NO,4264.95,21,31,933.062,0,3103.75,2197.37,2225,2289,3566,2389,33.5286,1,99
4,2061,5,5,5,43.5661,43.5661,43.5661,-0.643387,NO,3682.84,21,21,428.258,0,2254.88,2593.16,2225,2289,2225,2289,4.74197,1,99
4,2063,5,6,6,25.6041,34.8761,34.8761,-1.51239,NO,2843.46,21,31,934.779,0,3110.02,2312.37,2225,2289,3566,2389,106.35,1,99
4,2064,5,8,8,24.944,31.1022,31.1022,-1.88978,NO,2855.95,21,10,970.472,0,1820.38,3118.52,2225,2289,2391,3372,53.2549,1,99
4,2065,5,5,5,24.5318,24.5318,24.5318,-2.54682,NO,2720.35,21,21,998.893,0,1567.98,1598.99,2225,2289,2225,2289,36.2054,1,99
4,2067,5,2,2,34.6456,36.6399,36.6399,-1.33601,NO,2778.09,21,5,764.624,0,2638.29,1719.93,2225,2289,2496,1155,6.70833,1,99
4,2075,5,2,2,17.9327,35.7943,35.7943,-1.42057,NO,4870.67,21,5,981.984,0,2464.76,1385.23,2225,2289,2496,1155,71.596,1,99
4,2076,5,5,5,44.7672,44.7672,44.7672,-0.52328,NO,3847.07,21,21,460.753,0,2562.45,2380.76,2225,2289,2225,2289,20.7987,1,99
4,2078,5,5,5,34.756,34.756,34.756,-1.5244,NO,2798.51,21,21,603.944,0,2738.81,2185.35,2225,2289,2225,2289,14.0635,1,99
4,2079,5,5,5,36.4367,36.4367,36.4367,-1.35633,NO,4787.79,21,21,313.16,0,2314.21,2299.52,2225,2289,2225,2289,4.14924,1,99
4,2081,5,5,5,15.7891,15.7891,15.7891,-3.42109,NO,2624.36,21,21,788.995,0,1522.59,2091.19,2225,2289,2225,2289,9.39284,1,99
4,2082,5,5,5,34.6514,34.6514,34.6514,-1.53486,NO,-1,21,21,769.174,0,2922.07,2163.61,2225,2289,2225,2289,184.548,1,99
4,2083,5,8,5,28.9138,29.7111,28.9138,-2.10862,ho to5,2855.83,21,10,903.239,0,1761.06,3003.56,2225,2289,2391,3372,4.71146,1,99
4,2086,5,5,5,7.84382,7.84382,7.84382,-4.21562,NO,2836.75,21,21,830.757,0,1504.59,2004.11,2225,2289,2225,2289,36.4405,1,99
4,2088,5,6,5,20.3248,22.9853,20.3248,-2.96752,ho to5,2732.54,21,31,770.981,0,2871.01,1993.89,2225,2289,3566,2389,32.575,1,99
4,2089,5,5,5,26.9829,26.9829,26.9829,-2.30171,NO,3149.61,21,21,578.372,0,2625.96,2578.39,2225,2289,2225,2289,126.979,1,99
4,2090,5,2,2,21.6246,29.2725,29.2725,-2.07275,NO,2838.94,21,5,868.707,0,2676.74,1610.34,2225,2289,2496,1155,87.1752,1,99
4,2092,5,8,8,24.3095,37.6573,37.6573,-1.23427,NO,3674.19,21,10,869.359,0,2393.73,3087.32,2225,2289,2391,3372,53.6638,1,99
4,2093,5,5,5,30.9845,30.9845,30.9845,-1.90155,NO,3249.79,21,21,611.505,0,2443.94,1803.2,2225,2289,2225,2289,59.201,1,99
4,2096,5,5,5,22.1175,22.1175,22.1175,-2.78825,NO,97.9692,21,21,937.02,0,1545.61,1717.66,2225,2289,2225,2289,74.388,1,99
4,2097,5,5,5,37.4518,37.4518,37.4518,-1.25482,NO,2746,21,21,483.118,0,2321.18,2655.27,2225,2289,2225,2289,125.06,1,99
4,2098,5,5,5,17.5549,17.5549,17.5549,-3.24451,NO,1937.49,21,21,967.97,0,1431.36,1823.06,2225,2289,2225,2289,5.04858,1,99
4,2111,5,8,8,19.7701,25.174,25.174,-2.4826,NO,4005.97,21,10,896.591,0,2767.89,2936.42,2225,2289,2391,3372,280.891,8,99
4,2112,5,8,8,26.2798,37.5402,37.5402,-1.24598,NO,4393.6,21,10,881.911,0,2428.93,3092.85,2225,2289,2391,3372,5.18189,1,99
4,2115,5,2,2,20.2964,31.8085,31.8085,-1.81915,NO,3249.48,21,5,899.077,0,2610.43,1534.16,2225,2289,2496,1155,6.90571,1,99
4,2117,5,5,5,40.4917,40.4917,40.4917,-0.950835,NO,4796.29,21,21,311.59,0,2190.69,2365.88,2225,2289,2225,2289,5.12467,1,99
4,2118,5,7,7,17.0967,23.3233,23.3233,-2.66767,NO,2830.18,21,13,989.537,0,1459.36,2839.44,2225,2289,1233,3580,4.126,1,99
4,2123,5,5,5,39.2097,39.2097,39.2097,-1.07903,NO,3849.38,21,21,314.013,0,2175,2367.13,2225,2289,2225,2289,108.665,1,99
4,2127,5,5,5,22.1366,22.1366,22.1366,-2.78634,NO,2702.63,21,21,582.01,0,2238.7,1790.45,2225,2289,2225,2289,35.825,1,99
4,2128,5,6,6,21.5958,29.5739,29.5739,-2.04261,NO,3293.52,21,31,985.964,0,3122.89,2013.48,2225,2289,3566,2389,109.302,1,99
4,2130,5,5,5,21.514,21.514,21.514,-2.8486,NO,2611.43,21,21,873.977,0,1497.03,1909.66,2225,2289,2225,2289,12.5316,1,99
4,2131,5,7,5,1.83682,6.44188,1.83682,-4.81632,ho to5,2838.78,21,13,996.963,0,1436.41,2820.09,2225,2289,1233,3580,110.875,1,99
4,2132,5,5,5,33.5835,33.5835,33.5835,-1.64165,NO,2597.63,21,21,686.237,0,2821.19,2448.64,2225,2289,2225,2289,44.2949,1,99
4,2133,5,5,5,35.9931,35.9931,35.9931,-1.40069,NO,3321.79,21,21,688.743,0,1915.87,1751.59,2225,2289,2225,2289,24.6836,1,99
4,2137,5,8,5,29.3219,27.8842,29.3219,-2.06781,ho to5,-1,21,10,602.336,0,2524.41,2716.97,2225,2289,2391,3372,52.0052,1,99
4,2141,5,8,8,29.3175,38.4068,38.4068,-1.15932,NO,3792,21,10,765.309,0,2168.06,2990.75,2225,2289,2391,3372,3.82369,1,99
4,2143,5,5,5,34.4377,34.4377,34.4377,-1.55623,NO,3684.04,21,21,685.954,0,2554.32,1767.39,2225,2289,2225,2289,45.1078,1,99
4,2049,6,9,9,5.34189,9.87114,9.87114,-4.01289,NO,2564.98,31,2,985.674,0,2903.96,3054.77,3566,2389,3162,3672,4.51764,1,99
4,2051,6,6,6,47.5368,47.5368,47.5368,-0.246321,NO,4865.17,31,31,481.711,0,3299.84,2122.16,3566,2389,3566,2389,25.8867,1,99
4,2053,6,10,10,24.7212,29.1085,29.1085,-2.08915,NO,2567.99,31,4,944.293,0,3855.28,3236.35,3566,2389,4393,2995,5.3561,1,99
4,2054,6,8,6,17.8039,19.1129,17.8039,-3.21961,ho to6,2282.34,31,10,902.188,0,2821.58,2801.05,3566,2389,2391,3372,45.6825,1,99
4,2055,6,6,6,42.3952,42.3952,42.3952,-0.760485,NO,3824.11,31,31,361.424,0,3559.36,2187.55,3566,2389,3566,2389,131.459,1,99
4,2056,6,6,6,26.6959,26.6959,26.6959,-2.33041,NO,3326.67,31,31,660.964,0,3237.22,2877.65,3566,2389,3566,2389,5.64526,1,99
4,2057,6,5,5,27.5571,35.2957,35.2957,-1.47043,NO,2966.4,31,21,971.261,0,2662.97,2194.35,3566,2389,2225,2289,66.4094,1,99
4,2060,6,6,6,35.6079,35.6079,35.6079,-1.43921,NO,4264.95,31,31,583.432,0,3103.75,2197.37,3566,2389,3566,2389,36.1078,1,99
4,2063,6,6,6,42.4241,42.4241,42.4241,-0.757586,NO,2843.46,31,31,551.169,0,3110.02,2312.37,3566,2389,3566,2389,5.08314,1,99
4,2068,6,6,6,35.4299,35.4299,35.4299,-1.45701,NO,3873.03,31,31,458.487,0,3400.61,2084.28,3566,2389,3566,2389,117.161,1,99
4,2069,6,6,6,20.1807,20.1807,20.1807,-2.98193,NO,2855.92,31,31,854.553,0,3315.3,1629.13,3566,2389,3566,2389,118.764,1,99
4,2071,6,6,6,19.6414,19.6414,19.6414,-3.03586,NO,3244.96,31,31,649.201,0,3360.49,2926.8,3566,2389,3566,2389,26.3551,1,99
4,2072,6,6,6,42.1297,42.1297,42.1297,-0.78703,NO,2601.12,31,31,470.305,0,3334.81,2667.82,3566,2389,3566,2389,5.17874,1,99
4,2077,6,6,6,34.2413,34.2413,34.2413,-1.57587,NO,3076.16,31,31,372.064,0,3497.74,2179.78,3566,2389,3566,2389,24.8729,1,99
4,2078,6,5,5,28.9184,34.756,34.756,-1.5244,NO,2798.51,31,21,903.167,0,2738.81,2185.35,3566,2389,2225,2289,0.626979,1,99
4,2080,6,6,3,18.8135,18.8135,18.8135,-3.11865,NO,2495.8,31,31,929.352,0,3676.87,1516.42,3566,2389,3566,2389,4.27756,1,99
