timestamp,vehicleId,towerId,masterId,candidateMasterId,signalQuality,masterRssi,candidateMasterRssi,hysteresisTh,handover,throughput,towerLoad,masterLoad,distance,masterDistance,vehiclePosX,vehiclePosY,towerPosX,towerPosY,masterPosX,masterPosY,vehicleSpeed,vehicleDirection,numVehicles
0.5,2063,6,6,6,33.4995,33.4995,33.4995,-1.65005,NO,2837.95,5,5,551.92,0,3111.19,2300.9,3566,2389,3566,2389,2.18767,1,22
0.5,2068,6,6,6,29.4307,29.4307,29.4307,-2.05693,NO,4943.93,6,6,453.559,0,3414.58,2084.39,3566,2389,3566,2389,3.34721,1,23
0.5,2069,6,6,6,11.0232,11.0232,11.0232,-3.89768,NO,2837.91,7,7,851.824,0,3323.99,1629.37,3566,2389,3566,2389,2.59815,1,24
0.5,2071,6,6,6,18.5439,18.5439,18.5439,-3.14561,NO,3350.31,8,8,650.901,0,3370.33,2932.49,3566,2389,3566,2389,2.5437,1,25
0.5,2072,6,6,6,35.6713,35.6713,35.6713,-1.43287,NO,2217.49,9,9,465.292,0,3342.65,2665.78,3566,2389,3566,2389,45.8963,1,26
0.5,2077,6,6,6,38.1274,38.1274,38.1274,-1.18726,NO,3350.28,10,10,371.31,0,3486.82,2185.03,3566,2389,3566,2389,84.5936,1,27
0.5,2078,6,5,5,15.9331,23.0118,23.0118,-2.69882,NO,2818.92,10,5,915.132,0,2725.77,2185.34,3566,2389,2225,2289,267.702,1,27
0.5,2052,7,8,7,41.5561,37.9947,41.5561,-0.844387,ho to7,4956.93,0,4,775.13,0,1886.41,3290.38,1233,3580,2391,3372,76.344,1,28
0.5,2059,7,8,7,33.5879,31.604,33.5879,-1.64121,ho to7,2843.39,0,5,790.941,0,1841.35,3173.18,1233,3580,2391,3372,0.9367,1,29
0.5,2064,7,8,8,27.358,31.4485,31.4485,0,NO,2837.9,0,5,801.61,0,1824.68,3130.01,1233,3580,2391,3372,1.09338,1,29
0.5,2066,7,4,4,24.4678,27.1145,27.1145,-2.28855,NO,4944.05,0,3,757.255,0,1059.72,2906.64,1233,3580,734,2389,3.7636,1,29
0.5,2074,7,7,7,29.6119,29.6119,29.6119,-2.03881,NO,4888.5,1,1,423.951,0,1396.14,3328.76,1233,3580,1233,3580,2.23191,1,30
0.5,2049,8,8,8,31.5319,31.5319,31.5319,-1.84681,NO,2847.52,5,5,677.079,0,2919.19,3072.91,2391,3372,2391,3372,43.0449,1,30
0.5,2052,8,8,8,46.1529,46.1529,46.1529,-0.384707,NO,4956.93,5,5,592.681,0,1886.41,3290.38,2391,3372,2391,3372,0.157898,1,30
0.5,2054,8,8,8,34.3572,34.3572,34.3572,-1.56428,NO,2793.54,5,5,767.099,0,2823.51,2813.99,2391,3372,2391,3372,0.953133,1,30
0.5,2059,8,8,8,36.5194,36.5194,36.5194,-1.34806,NO,2843.39,5,5,656.998,0,1841.35,3173.18,2391,3372,2391,3372,12.8089,1,30
0.5,2061,8,5,5,27.4306,38.0166,38.0166,-1.19834,NO,4944.16,5,5,854.93,0,2245.89,2584.7,2391,3372,2225,2289,1.305,1,30
0.5,2064,8,8,8,30.0256,30.0256,30.0256,-1.99744,NO,2837.9,5,5,685.036,0,1824.68,3130.01,2391,3372,2391,3372,2.57123,1,30
0.5,2049,9,8,9,30.6628,31.5319,30.6628,-1.93372,ho to9,2847.52,0,5,712.646,0,2919.19,3072.91,3162,3672,2391,3372,3.7636,1,30
0.5,2053,9,10,9,25.5777,24.6551,25.5777,-2.44223,ho to9,2844.32,0,1,881.534,0,3866,3234.41,3162,3672,4393,2995,0.157898,1,30
0.5,2054,9,8,8,30.3747,34.3572,34.3572,-1.56428,NO,2793.54,0,5,969.932,0,2823.51,2813.99,3162,3672,2391,3372,4.83236,1,30
0.5,2056,9,6,6,25.9621,28.4397,28.4397,-2.15603,NO,2844.34,0,10,859.294,0,3243.27,2870.89,3162,3672,3566,2389,12.8089,1,30
0.5,2058,9,10,10,19.0896,28.0408,28.0408,0,NO,2844.28,0,2,959.478,0,3977.1,3264.31,3162,3672,4393,2995,4.04974,1,31
0.5,2071,9,6,6,13.137,18.5439,18.5439,-3.14561,NO,3350.31,0,10,824.785,0,3370.33,2932.49,3162,3672,3566,2389,3.69104,1,31
0.5,2053,10,10,10,30.6989,30.6989,30.6989,-1.93011,NO,2844.32,2,2,651.956,0,3866,3234.41,4393,2995,4393,2995,49.721,1,31
0.5,2058,10,10,10,25.2235,25.2235,25.2235,-2.47765,NO,2844.28,2,2,579.224,0,3977.1,3264.31,4393,2995,4393,2995,4.83236,1,31
1,2065,1,5,1,29.0952,30.566,29.0952,-2.09048,ho to1,2768.99,0,6,971.405,0,1571.55,1597.46,834,1041,2225,2289,17.3246,1,31
1,2110,1,4,1,24.2777,21.7412,24.2777,-2.57223,ho to1,2591.26,0,4,934.422,0,681.086,1912.64,834,1041,734,2389,2.81363,4,32
1,2067,2,2,2,33.0074,33.0074,33.0074,-1.69926,NO,2666.59,2,2,655.836,0,2650.02,1717.49,2496,1155,2496,1155,0.0228902,1,32
1,2069,2,6,2,11.051,11.0232,11.051,-3.8949,ho to2,2851.46,2,10,999.844,0,3323.45,1629.36,2496,1155,3566,2389,0.716025,1,32
1,2075,2,2,2,34.7236,34.7236,34.7236,-1.52764,NO,4930.34,2,2,383.521,0,2461.62,1391.44,2496,1155,2496,1155,8.83942,1,32
1,2088,2,5,5,19.217,31.9973,31.9973,0,NO,2849.25,2,7,956.045,0,2869.81,1982.22,2496,1155,2225,2289,0.544959,1,33
1,2090,2,2,2,35.8211,35.8211,35.8211,-1.41789,NO,2847.55,3,3,566.876,0,2678.38,1600.07,2496,1155,2496,1155,6.51338,1,34
1,2093,2,5,5,21.2558,29.1642,29.1642,0,NO,2385.9,3,8,716.185,0,2432.28,1802.19,2496,1155,2225,2289,5.11745,1,35
1,2115,2,2,2,38.3953,38.3953,38.3953,-1.16047,NO,2837.92,4,4,503.434,0,2608.71,1543.25,2496,1155,2496,1155,0.9236,1,36
1,2127,2,5,5,21.4923,22.832,22.832,0,NO,2217.47,4,9,742.324,0,2243.94,1785.48,2496,1155,2225,2289,2.40021,1,37
1,2070,3,3,3,35.7069,35.7069,35.7069,-1.42931,NO,4978.4,2,2,865.045,0,3496.78,1310.99,4293,1155,4293,1155,87.762,1,37
1,2073,3,3,3,17.4693,17.4693,17.4693,-3.25307,NO,2850.71,2,2,677.566,0,3728.67,1380,4293,1155,4293,1155,0.67498,1,37
1,2080,3,3,3,27.6444,27.6444,27.6444,-2.23556,NO,-1,3,3,780.143,0,3676.39,1527.04,4293,1155,4293,1155,2.29183,1,38
1,2084,3,6,6,23.0476,45.4616,45.4616,0,NO,2787.26,3,11,889.226,0,4007.98,1942.07,4293,1155,3566,2389,14.7298,1,39
1,2091,3,3,3,36.2765,36.2765,36.2765,-1.37235,NO,2767.79,4,4,680.807,0,3998.32,1690.41,4293,1155,4293,1155,0.963027,1,40
1,2105,3,3,3,18.8749,18.8749,18.8749,-3.11251,NO,2844.26,5,5,889.769,0,3512.96,1460.33,4293,1155,4293,1155,10.2583,1,41
1,2050,4,4,4,27.9799,27.9799,27.9799,-2.20201,NO,4985.86,4,4,338.266,0,578.705,2406.53,734,2389,734,2389,3.27229,1,41
1,2062,4,4,4,38.8044,38.8044,38.8044,-1.11956,NO,2851.61,4,4,505.355,0,1003.6,2084.54,734,2389,734,2389,8.79723,1,41
1,2066,4,4,4,27.627,27.627,27.627,-2.2373,NO,4983.71,4,4,681.103,0,1060.04,2906.3,734,2389,734,2389,2.36993,1,41
1,2081,4,5,5,24.4444,29.9222,29.9222,0,NO,2845.76,4,10,891.232,0,1522.39,2101.35,734,2389,2225,2289,7.29352,1,42
1,2086,4,5,5,12.4524,16.7576,16.7576,0,NO,2849.3,4,11,917.47,0,1501.49,1985.63,734,2389,2225,2289,0.965351,1,43
1,2095,4,4,4,30.5043,30.5043,30.5043,-1.94957,NO,2809.37,5,5,609.35,0,859.342,2904.36,734,2389,734,2389,4.8832,1,44
1,2098,4,4,4,30.4226,30.4226,30.4226,-1.95774,NO,2847.42,6,6,940.196,0,1430.16,1832.83,734,2389,734,2389,1.47402,1,45
1,2100,4,4,4,29.6532,29.6532,29.6532,-2.03468,NO,2844.19,7,7,659.594,0,1246.69,2675.72,734,2389,734,2389,4.68268,4,46
1,2101,4,4,4,36.6844,36.6844,36.6844,-1.33156,NO,4819.58,8,8,342.418,0,613.573,2501.9,734,2389,734,2389,2.6179,4,47
1,2102,4,7,7,7.94247,22.5849,22.5849,0,NO,2844.31,8,2,960.106,0,549.272,3282.13,734,2389,1233,3580,3.49205,1,48
1,2103,4,4,4,28.1215,28.1215,28.1215,-2.18785,NO,2666.56,9,9,755.822,0,744.968,3082.65,734,2389,734,2389,0.0847958,1,49
1,2107,4,4,4,37.4556,37.4556,37.4556,-1.25444,NO,2829.64,10,10,552.21,0,727.604,2852.57,734,2389,734,2389,2.19083,1,50
1,2109,4,7,7,26.2305,30.1002,30.1002,0,NO,4956.75,10,3,896.267,0,1350.15,2966.63,734,2389,1233,3580,0.604456,1,51
1,2110,4,4,4,32.4813,32.4813,32.4813,-1.75187,NO,2591.26,10,10,565.434,0,681.086,1912.64,734,2389,734,2389,0.805594,4,51
1,2114,4,7,7,15.0825,44.8897,44.8897,0,NO,4943.84,10,4,741.255,0,936.709,3035.81,734,2389,1233,3580,0.0353758,1,52
1,2118,4,7,7,19.3992,24.1198,24.1198,0,NO,2837.87,10,5,899.102,0,1451.89,2839.58,734,2389,1233,3580,2.49083,1,53
1,2119,4,4,4,27.5635,27.5635,27.5635,-2.24365,NO,2161.35,11,11,677.583,0,1283.88,2647.37,734,2389,734,2389,1.91622,1,54
1,2126,4,4,4,35.9554,35.9554,35.9554,-1.40446,NO,2292.34,12,12,482.699,0,999.366,2119.6,734,2389,734,2389,2.5499,1,55
1,2054,5,8,8,32.1276,34.3572,34.3572,-1.56428,NO,2793.54,11,4,850.435,0,2823.53,2813.41,2225,2289,2391,3372,13.4437,1,55
1,2057,5,5,5,33.9136,33.9136,33.9136,-1.60864,NO,2761.72,11,11,556.404,0,2683.27,2191.15,2225,2289,2225,2289,4.82639,1,55
1,2060,5,6,6,26.4208,38.865,38.865,-1.1135,NO,4983.63,11,11,923.566,0,3093.59,2196.66,2225,2289,3566,2389,29.8891,1,55
1,2061,5,5,5,38.8192,38.8192,38.8192,-1.11808,NO,4983.83,11,11,422.016,0,2246.27,2585.05,2225,2289,2225,2289,6.97867,1,55
1,2063,5,6,6,24.664,33.4995,33.4995,-1.65005,NO,2851.51,11,11,935.628,0,3111.14,2301.35,2225,2289,3566,2389,7.83377,1,55
1,2064,5,8,8,26.8067,30.0256,30.0256,-1.99744,NO,2851.55,11,4,978.23,0,1824.51,3129.56,2225,2289,2391,3372,7.38143,1,55
1,2065,5,5,5,30.9269,30.9269,30.9269,-1.90731,NO,2768.99,11,11,997.61,0,1571.55,1597.46,2225,2289,2225,2289,7.67977,1,55
1,2067,5,2,2,27.7902,33.0074,33.0074,-1.69926,NO,2666.59,11,4,772.826,0,2650.02,1717.49,2225,2289,2496,1155,19.6954,1,55
1,2075,5,2,2,18.846,34.7236,34.7236,-1.52764,NO,4930.34,11,4,975.497,0,2461.62,1391.44,2225,2289,2496,1155,1.03177,1,55
1,2076,5,5,5,40.104,40.104,40.104,-0.989602,NO,2666.59,11,11,459.401,0,2561.93,2375.75,2225,2289,2225,2289,0.546151,1,55
1,2078,5,5,5,22.8921,22.8921,22.8921,-2.71079,NO,2850.68,11,11,593,0,2725.9,2185.31,2225,2289,2225,2289,2.02787,1,55
1,2079,5,5,5,42.8831,42.8831,42.8831,-0.711694,NO,4981.02,11,11,310.175,0,2302.31,2304.23,2225,2289,2225,2289,2.23746,1,55
1,2081,5,5,5,23.5721,23.5721,23.5721,-2.64279,NO,2845.76,11,11,786.689,0,1522.39,2101.35,2225,2289,2225,2289,7.42797,1,55
1,2082,5,6,5,23.3449,16.3699,23.3449,-2.66551,ho to5,1619.99,11,12,761.707,0,2913.84,2163.69,2225,2289,3566,2389,0.999223,1,56
1,2083,5,8,5,32.5648,28.9032,32.5648,-1.74352,ho to5,2849.3,11,5,896.671,0,1757.43,2992.85,2225,2289,2391,3372,6.3049,1,57
1,2086,5,5,5,14.0058,14.0058,14.0058,-3.59942,NO,2849.3,11,11,839.936,0,1501.49,1985.63,2225,2289,2225,2289,6.52342,1,57
1,2088,5,5,5,23.3751,23.3751,23.3751,-2.66249,NO,2849.25,11,11,774.53,0,2869.81,1982.22,2225,2289,2225,2289,7.54677,1,57
1,2089,5,5,5,31.1341,31.1341,31.1341,-1.88659,NO,2849.22,12,12,586.703,0,2628.95,2590.74,2225,2289,2225,2289,10.0661,1,58
1,2090,5,2,2,28.5136,35.8211,35.8211,-1.41789,NO,2847.55,12,4,877.602,0,2678.38,1600.07,2225,2289,2496,1155,6.75717,1,58
1,2092,5,8,8,18.4481,34.3283,34.3283,0,NO,2847.33,12,6,867.075,0,2404.32,3082.51,2225,2289,2391,3372,7.90878,1,59
1,2093,5,5,5,23.6875,23.6875,23.6875,-2.63125,NO,2385.9,12,12,608.232,0,2432.28,1802.19,2225,2289,2225,2289,5.43884,1,59
1,2096,5,5,5,8.06466,8.06466,8.06466,-4.19353,NO,-1,13,13,941.595,0,1548.48,1706.83,2225,2289,2225,2289,0.938741,1,60
1,2097,5,5,5,40.0335,40.0335,40.0335,-0.996648,NO,2161.35,14,14,476.413,0,2313.64,2648.32,2225,2289,2225,2289,12.8196,1,61
1,2098,5,4,5,29.127,30.4226,29.127,-2.0873,ho to5,2847.42,14,12,964.295,0,1430.16,1832.83,2225,2289,734,2389,0.8706,1,61
1,2111,5,8,5,20.5378,15.8258,20.5378,-2.94622,ho to5,4944.06,14,7,879.12,0,2752.7,2924.91,2225,2289,2391,3372,7.23686,8,62
1,2112,5,8,8,21.1153,36.8078,36.8078,0,NO,2829.61,14,8,874.218,0,2421.03,3086.39,2225,2289,2391,3372,0.0766467,1,63
1,2115,5,2,2,26.3255,38.3953,38.3953,-1.16047,NO,2837.92,14,4,890.714,0,2608.71,1543.25,2225,2289,2496,1155,0.588676,1,63
1,2117,5,5,5,47.7177,47.7177,47.7177,-0.228228,NO,4617.41,15,15,312.625,0,2190.33,2369.82,2225,2289,2225,2289,3.70942,1,64
1,2118,5,7,7,14.5746,24.1198,24.1198,0,NO,2837.87,15,5,995.413,0,1451.89,2839.58,2225,2289,1233,3580,0.999533,1,64
1,2123,5,5,5,38.4137,38.4137,38.4137,-1.15863,NO,2217.49,16,16,314.548,0,2181.14,2372.77,2225,2289,2225,2289,2.96144,1,65
1,2127,5,5,5,24.8891,24.8891,24.8891,-2.51109,NO,2217.47,16,16,586.42,0,2243.94,1785.48,2225,2289,2225,2289,64.8996,1,65
1,2128,5,6,6,18.6647,26.5019,26.5019,0,NO,2015.28,16,13,982.997,0,3122.4,2022.64,2225,2289,3566,2389,175.524,1,66
1,2049,6,9,9,26.5846,30.6628,30.6628,-1.93372,NO,2707.73,13,1,987.966,0,2919.19,3072.9,3566,2389,3162,3672,14.8022,1,66
1,2051,6,6,6,35.6813,35.6813,35.6813,-1.43187,NO,4973.23,13,13,486.865,0,3300.34,2112.48,3566,2389,3566,2389,0.2151,1,66
1,2053,6,10,10,23.6427,30.6989,30.6989,-1.93011,NO,2846.99,13,2,945.818,0,3865.51,3234.5,3566,2389,4393,2995,1.00734,1,66
1,2054,6,8,8,29.9149,34.3572,34.3572,-1.56428,NO,2793.54,13,8,906.3,0,2823.53,2813.41,3566,2389,2391,3372,1.14321,1,66
1,2055,6,6,6,44.9217,44.9217,44.9217,-0.50783,NO,4985.72,13,13,359.789,0,3569.28,2190.41,3566,2389,3566,2389,1.16093,1,66
1,2056,6,6,6,29.9584,29.9584,29.9584,-2.00416,NO,2852.27,13,13,653.34,0,3242.99,2871.2,3566,2389,3566,2389,7.59028,1,66
1,2057,6,5,5,25.7465,33.9136,33.9136,-1.60864,NO,2761.72,13,16,953.078,0,2683.27,2191.15,3566,2389,2225,2289,6.32544,1,66
1,2060,6,6,6,35.3909,35.3909,35.3909,-1.46091,NO,4983.63,13,13,591.75,0,3093.59,2196.66,3566,2389,3566,2389,59.7782,1,66
1,2063,6,6,6,34.9178,34.9178,34.9178,-1.50822,NO,2851.51,13,13,551.886,0,3111.14,2301.35,3566,2389,3566,2389,7.38918,1,66
1,2068,6,6,6,28.2363,28.2363,28.2363,-2.17637,NO,4983.55,13,13,453.744,0,3414.03,2084.39,3566,2389,3566,2389,11.4077,1,66
1,2069,6,6,6,13.2894,13.2894,13.2894,-3.67106,NO,2851.46,13,13,851.992,0,3323.45,1629.36,3566,2389,3566,2389,8.23385,1,66
1,2071,6,6,6,17.7489,17.7489,17.7489,-3.22511,NO,3122.42,13,13,650.839,0,3370,2932.3,3566,2389,3566,2389,13.6609,1,66
1,2072,6,6,6,35.4151,35.4151,35.4151,-1.45849,NO,2123.93,13,13,465.463,0,3342.38,2665.85,3566,2389,3566,2389,8.99288,1,66
1,2077,6,6,6,37.9146,37.9146,37.9146,-1.20854,NO,3122.39,13,13,372.761,0,3487.86,2182.01,3566,2389,3566,2389,6.712,1,66
1,2078,6,5,5,13.6433,22.8921,22.8921,-2.71079,NO,2850.68,13,16,915.022,0,2725.9,2185.31,3566,2389,2225,2289,0.276839,1,66
1,2080,6,3,3,24.4971,27.6444,27.6444,-2.23556,NO,-1,13,5,919.33,0,3676.39,1527.04,3566,2389,4293,1155,3.4579,1,66
1,2082,6,6,6,25.5685,25.5685,25.5685,-2.44315,NO,1619.99,13,13,752.385,0,2913.84,2163.69,3566,2389,3566,2389,20.6217,1,66
1,2084,6,6,6,26.5799,26.5799,26.5799,-2.34201,NO,2787.26,13,13,696.483,0,4007.98,1942.07,3566,2389,3566,2389,12.6098,1,66
1,2085,6,6,6,42.8129,42.8129,42.8129,-0.718713,NO,2127.66,14,14,350.473,0,3529.05,2211.61,3566,2389,3566,2389,0.996427,1,67
1,2087,6,6,6,22.5251,22.5251,22.5251,-2.74749,NO,2127.65,15,15,595.549,0,3159.4,2704.21,3566,2389,3566,2389,3.10603,1,68
1,2088,6,5,6,21.5919,23.3751,21.5919,-2.84081,ho to6,2849.25,15,16,860.322,0,2869.81,1982.22,3566,2389,2225,2289,7.69519,1,68
1,2091,6,3,3,33.0897,36.2765,36.2765,-1.37235,NO,2767.79,15,5,874.604,0,3998.32,1690.41,3566,2389,4293,1155,10.0661,1,68
1,2099,6,9,9,29.5847,31.3958,31.3958,0,NO,2847.37,15,2,804.663,0,3418.73,3120.98,3566,2389,3162,3672,71.8079,1,69
1,2104,6,6,6,25.8084,25.8084,25.8084,-2.41916,NO,2370.32,16,16,619.81,0,3522.37,1848.39,3566,2389,3566,2389,5.10464,1,70
1,2105,6,3,6,17.8831,18.8749,17.8831,-3.21169,ho to6,2844.26,16,5,977.365,0,3512.96,1460.33,3566,2389,4293,1155,0.0592702,1,70
1,2106,6,6,6,44.4736,44.4736,44.4736,-0.552643,NO,3333.17,17,17,387.299,0,3730.25,2207.28,3566,2389,3566,2389,5.05718,1,71
1,2108,6,6,6,42.9718,42.9718,42.9718,-0.702825,NO,2643.09,18,18,623.988,0,3102.45,2679.65,3566,2389,3566,2389,1.39406,1,72
1,2113,6,6,6,25.9694,25.9694,25.9694,-2.40306,NO,3012.24,19,19,511.115,0,3958.55,2258.08,3566,2389,3566,2389,6.4567,1,73
1,2116,6,6,6,37.0838,37.0838,37.0838,-1.29162,NO,2444.37,20,20,341.35,0,3720.28,2441.13,3566,2389,3566,2389,4.63417,1,74
1,2120,6,6,6,40.8602,40.8602,40.8602,-0.913976,NO,2666.58,21,21,371.31,0,3486.82,2185.03,3566,2389,3566,2389,3.56837,1,75
1,2121,6,6,6,32.5801,32.5801,32.5801,-1.74199,NO,2666.56,22,22,524.404,0,3995.56,2367.15,3566,2389,3566,2389,435.016,1,76
1,2122,6,6,6,29.6454,29.6454,29.6454,-2.03546,NO,2656.89,23,23,497.109,0,3920.76,2212.18,3566,2389,3566,2389,523.319,1,77
1,2124,6,6,6,24.3577,24.3577,24.3577,-2.56423,NO,3333.13,24,24,546.152,0,3151.35,2579.65,3566,2389,3566,2389,258.58,1,78
1,2125,6,6,6,41.0593,41.0593,41.0593,-0.894068,NO,2536.1,25,25,319.549,0,3455.97,2386.88,3566,2389,3566,2389,10.7956,1,79
1,2128,6,6,6,25.1748,25.1748,25.1748,-2.48252,NO,2015.28,25,25,648.844,0,3122.4,2022.64,3566,2389,3566,2389,435.662,1,79
1,2129,6,6,6,41.7716,41.7716,41.7716,-0.822844,NO,2018.52,26,26,579.532,0,3643.04,1899.18,3566,2389,3566,2389,16.7758,1,80
1,2052,7,8,8,40.4959,46.1529,46.1529,-0.384707,NO,4956.93,5,8,775.17,0,1886.24,3289.89,1233,3580,2391,3372,61.6265,1,80
1,2059,7,8,8,32.5669,36.5194,36.5194,-1.34806,NO,2803.75,5,8,791.019,0,1841.2,3172.82,1233,3580,2391,3372,1.02353,1,80
1,2064,7,8,8,27.7837,30.0256,30.0256,-1.99744,NO,2851.55,5,8,801.738,0,1824.51,3129.56,1233,3580,2391,3372,17.3246,1,80
1,2066,7,4,4,24.4843,27.627,27.627,-2.2373,NO,4983.71,5,12,757.488,0,1060.04,2906.3,1233,3580,734,2389,11.8687,1,80
1,2074,7,7,7,31.0338,31.0338,31.0338,-1.89662,NO,4981.11,5,5,424.208,0,1396.56,3328.6,1233,3580,1233,3580,7.72255,1,80
1,2083,7,8,7,33.077,28.9032,33.077,-1.6923,ho to7,2849.3,5,8,842.484,0,1757.43,2992.85,1233,3580,2391,3372,7.51208,1,80
1,2094,7,7,7,26.5636,26.5636,26.5636,-2.34364,NO,2793.53,6,6,557.583,0,1595.48,3280.82,1233,3580,1233,3580,10.0817,1,81
1,2095,7,4,4,26.1185,30.5043,30.5043,-1.94957,NO,2809.37,6,12,828.317,0,859.342,2904.36,1233,3580,734,2389,2.67155,1,81
1,2100,7,4,4,20.6972,29.6532,29.6532,-2.03468,NO,2844.19,6,12,952.839,0,1246.69,2675.72,1233,3580,734,2389,1.50074,4,81
1,2102,7,7,7,11.6902,11.6902,11.6902,-3.83098,NO,2844.31,6,6,803.873,0,549.272,3282.13,1233,3580,1233,3580,4.04585,1,81
1,2103,7,4,7,28.688,28.1215,28.688,-2.1312,ho to7,2666.56,6,12,758.64,0,744.968,3082.65,1233,3580,734,2389,0.131048,1,81
1,2107,7,4,4,29.0767,37.4556,37.4556,-1.25444,NO,2829.64,6,12,935.192,0,727.604,2852.57,1233,3580,734,2389,2.23615,1,81
1,2109,7,7,7,31.6935,31.6935,31.6935,-1.83065,NO,4956.75,6,6,692.778,0,1350.15,2966.63,1233,3580,1233,3580,0.625665,1,81
